"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08649,0.00539,0.01419,0.01343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis",0,0,0,0,0,0,0,0,0,0.00219,0,0,0.00332,0,0,0,0.00752,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,0.01969,0.65125,0,0,0,0,0.00395,0.00913,0,0,0.00454,0,0,0,0,0.01593,0,0.03139,0.01235,0.00979,0.00964,0,0,0,0.02358,0.01142,0.02065,0,0,0,0,0,0,0,0,0,0,0.0033,0.00371,0.00194,0.06057,0.01066,0,0.00436,0.0059,0.00138,0.0018,0.00235,0.00058,0,0,0,0,0,0,0,0.06462,0.10171,0.0085,0.37967,0.00819,0,0,0,0,0.00245,0,0,0,0,0,0,0,0,0.00063,0.00473,0,0.00939,0.01149,0.00579,0.01492,0.00112,0,0,0.00808,0.0075,0,0,0,0,0.00017,0,0,0,0,0.00366,0.00404,0,0.00184,0,0.01409,0,0,0,0.0269,0,0,0,0,0.01492,0.03459,0,0.00232,0.00042,0,0.00207,0,0,0,0,0,0.00134,0,0,0.00097,0.09235,0.14842,0,0.00231,0.01203,0,0,0.00613,0.00025,0,0.00282,0,0,0,0,0.00289,0,0,0,0.00366,0,0.00107,0,0,0,0,0,0,0,0,0,0.00407,0,0,0.00177,0.00392,0.00625,0.01216,0,0,0,0,0,0,0.00044,0.01575,0.01993,0.00622,0.00532,0.00922,0.00399,0.00462,0.00587,0.01618,0.00244,0,0,0,0,0,0,0,0.00057,0.00159,0,0.0079
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus",0.10904,0.08183,0.28175,0.20796,0.22913,0.22605,0.38721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126,0.00453,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0.00274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532,0.00221,0.0024,0.04028,0.25736,0.03791,0.01927,0.02685,0.02128,0.00663,0.01046,0.00335,0,0,0,0,0,0,0,0,0,0,0,0,0.03383,0.01184,0.04953,0.04146,0.0498,0.02337,0.03309,0,0,0,0.00065,0,0.00669,0.07968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_263_SSPC",0,0,0,0,0,0,0,0.00303,0.00801,0.01008,0.00866,0,0,0,0,0,0.00066,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02194,0.66715,0,0,0,0,0,0.01171,0,0,0,0,0,0,0,0.01219,0,0.03177,0.00714,0.00413,0,0,0.00063,0,0.00081,0,0.02435,0,0,0,0.0078,0,0,0,0,0,0,0,0,0,0.02872,0,0,0.00203,0.00436,0,0,0,0.00039,0,0,0,0,0,0,0,0.00307,0.00345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0.00103,0.00986,0.00158,0,0.00274,0,0,0,0,0.00462,0.00376,0.00765,0.00084,0.00813,0.00782,0.01989,0.01331,0.00125,0.01185,0,0,1e-04,0,0,0,0,0.01411,0,0,0,0.01401,0,0,0,0,0.00797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01078,0,0,0,0,0,0,0.01361,0,0,0.00186,0,0.01057,0.00467,0.00111,0.01046,0.00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295,0,0,0,0,0,0,9e-04,0.00388,0,0,0,0.00097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12",0,0,0,0,0,0,0,0.04295,0.02364,0.05603,0.15389,0.00543,0.00612,0.03923,0.01422,0.03739,0.14899,0.01454,0.0182,0.01741,0.00649,0.01122,0.01157,0.01995,0.01413,0.02036,0.01322,0.0068,0.01725,0,0,0,0,0,0.11982,0.89318,0,0,0,0,0,0,0.02599,0.00346,0.02314,0.01178,0.01417,0.00331,0.00312,0.15002,0,0.35657,0.55777,0.09789,0.26638,0,0,0,0.02385,0.00277,0,0.00126,0.02556,0.00624,0.0073,0.00382,0.00011,0,0,0.00117,0.00203,0.01735,0.01612,0.02015,0.53319,0.00465,0,0,0,0,0,0,0,0,0,0,0,0.00118,0,0.00292,0,0,0,0.03167,0.13776,0,0,0,0,0,0,0,0,0,0,0,0,0.00606,0.01503,0.18993,0.00309,0.00276,0.02098,0.00338,0.01807,0.00375,0.00587,0.06327,0.07659,0.02104,0,0.05131,0.03036,0.14714,0.10372,0.01653,0,0,0.00077,0.00477,0,0,0.00791,0,0.01566,0.01931,0,0,0.00513,0,0.00063,0.00467,0.01359,0,0.29955,0,0,0,0,0,0,0,0.0014,0,0,0.00038,0.00027,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907,0.02437,0.00646,0.011,0.00324,0.01725,0.00361,0.12541,0.0042,0.00439,0.07513,0.01152,0,0,0,0,0,0,0.01838,0.01767,0.03987,0,0.00027,0,0.00833,0.00369,0.00738,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",0,0,2.54685,0.62004,0.00446,5.96812,0.09857,2.40644,6.26672,2.9333,0.0032,0.0051,2.82608,0.20993,0.43171,3.26418,0.00243,0.02143,0.01697,0.04047,0.11793,2.6353,2.99778,0.03146,0.49795,0.00169,0,0.16614,0.11611,0,0.00462,0,0,0.08739,0.0632,0.87875,0.00249,0.09427,0.53398,0.11209,0.04386,0.97015,0,0,0.05052,0.08889,0.00368,0,0.02187,0.96187,0,0.4186,0.26589,0.12211,0.33039,3.14827,0.78641,7.65321,0.01582,0.26408,3.36502,0,0.42641,0.88776,0.01764,0.58075,0,0.03542,0.02363,0.5548,0,0.14493,0.15489,0.06047,1.44806,1.2155,0.04921,0.93798,1.09307,1.51675,1.26241,2.10117,2.2186,1.56141,0.58807,0.53235,0.42834,0.59844,0.02247,0.74503,0.00446,0.00441,0,0.00424,0.0345,0.86806,0.02425,0.16246,0.66043,0.02774,0.07372,0.01317,0,0,0,0.02162,0.19136,1.18894,0.23373,0,0.44364,0.15534,0.18617,0.0148,0.00473,0.74951,0.00528,0,0.28533,0,0,0,0.30119,0,0,0.01211,0,3.16331,1.18256,0.1307,0.02765,0.10239,0.19768,0,0,0.80886,0.52111,0.03222,1.57866,0.92036,1.26556,0.02963,0,0,0,0.21587,0.01589,0,0.02516,0.00109,0.3382,0.03989,1.57829,0.00186,0.35767,0.0437,0.22413,0,0,0,0,0.1824,0.69904,0.09925,1.60881,0.29138,0.2341,0,0.01238,0.00709,0,0.00799,3.73149,6.04492,0.00345,0,2.42449,2.54587,3.88701,2.96234,4.09148,3.93592,3.89405,0.13006,0,0.8795,0.18946,0.22466,0.0052,0,0.17999,0.00947,0.09216,0.125,0.0097,0.12814,0.63897,0.06029,0.04472,0.0078,0.02529,0.07488,0,0,0,0,0,0.07083,0.02285,0.10333,0.28894,0.40672,0.26291,0.4983,0.55375,2.10237,0.06178,0,0.08506,0.00367,0,0,0.06376,0,0.00246
"k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719|f__FGB10719|g__GGB32463|s__GGB32463_SGB47515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30261,0.00053,0,0.00079,0.10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08128,0.02798,0.04664,0,0,0,0,0,0,0,0,0,0,0,0,0.50377,2.83414,0.13802,0.34169,0.48832,0.33522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0,0.00663,0.02139,0.0121,0.02247,0,0,0,0,0,0,0,0,0,0,0,0.01774,0.01302,0.03426,0.0272,0.07827,0.09897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB47280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357,0.00558,0,1.07637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517,0,0.00541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB11478|o__OFGB11478|f__FGB11478|g__GGB33657|s__GGB33657_SGB66068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0.00093,0.00108,0,0.00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228|s__GGB34228_SGB72916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336,0.01099,0.01284,0.01298,0.01485,0.01024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03975,0.01329,0.01813,0.02679,0.02158,0.02826,0,0,0,0,0,0.01386,0,0,0,0,0,0,0,0.07231,0.06253,0.04104,0.10373,0.04478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03526,0.03383,0.04839,0.02147,0.02141,0.03476,0,0,0,0,0,0,0,0,0.00992,0.02912,0,0.02063,0.01007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0.02179,0.00865,0,0,0,0,0.03055,0,0.02629,0.00409,0.03199,0,0.00641,0,0,0,0,0,0,0,0.01208,0.0016,0.00989,0.0012,0.01117,0.04584,0.05243,0.04127,0.02071,0.00944,0.02753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02275,0.02487,0.02262,0.01727,0.031,0.02763
"k__Bacteria|p__Firmicutes|c__CFGB1218|o__OFGB1218|f__FGB1218|g__GGB2983|s__GGB2983_SGB3965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02876,0.01803,0.03913,0.02387,0.02517,0.04181,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB12277|o__OFGB12277|f__FGB12277|g__GGB35068|s__GGB35068_SGB47850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03862,0.10908,0.03864,0.05385,0.04599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0.0028,0.00379,0.00597,0.00231,0.00334,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02794,0.00818,0.04769,0.02633,0.05975,0,0.00422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB12541|o__OFGB12541|f__FGB12541|g__GGB35551|s__GGB35551_SGB53794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0.00091,0.00163,0.0015,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB12952|o__OFGB12952|f__FGB12952|g__GGB36472|s__GGB36472_SGB47660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01224,0.0336,0.00585,0.01846,0.00461,0.00193,0,0.13139,0,0.13992,0.18159,0.08496,0.0807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2183,0.03414,0.00923,0.0256,0.01194,0,0,0,0,0,0,0,0,0,0,0,0,2.83121,1.89093,1.37088,0.0796,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09871,0.06611,0.09692,0.08924,0.08003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,0.01026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02152,0.0457,0.03439,0.00337,0.05898,0.05475,0.05035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03276,0.03486,0.04685,0.02354,0.01229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340|g__GGB3256|s__GGB3256_SGB4303",6.66167,3.63393,3.71551,4.99042,4.32337,0,0,0,0,0,0,0,0,0,0,2.34524,7.59367,0,0,0,0,0,0,0,0,0,0,0,0,0.45827,0.01091,0,0.04067,0.10721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03131,0,0.02148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56238,0,0,0,0,1.77804,2.06605,2.78255,3.18023,0.43648,0.80453,1.03405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17631,3.95691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19312
