"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales",0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10154,0.03656,0.01062,0.00302,0.00669,0.0208,0.02683,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0.34104,0,0,0.03484,0.00352,0.01753,0,0,0,0.00343,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54431,0.15602,0.00775,0,0.01327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731,0.00299,0,0,0.00263,0,0,0,0,0,0,0,0,0,0.03705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735,0,0,0,0,0,0,0,0.08481,0.04005,0.13539,0.44732,0.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614,0.00125,0.00588,0.00893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales",0.73319,0.83023,1.87924,0.8096,0.41207,0.5037,0.73667,1.45309,0.67131,0.22475,0.83961,0.0126,0,0,0.00569,0.00299,0.00054,1.15474,1.05908,1.251,0.78964,0.72385,0.72667,0.02433,1.25585,1.00718,0.90071,2.54251,1.29548,0.02185,0.04709,0,0.38465,0.13179,5.4402,7.34006,0,0,0.00451,0,0.00303,9.8675,4.11064,1.95273,4.06104,2.59295,8.07971,2.66441,1.72538,3.89529,0.47586,5.62045,7.38047,6.8372,8.49998,0.82697,2.98548,0.0601,6.71955,0.41434,4.33126,0,0,0,0.34454,0,0.00343,2.17419,1.821,2.10856,0,7.43005,7.33298,8.71925,7.04162,6.48684,0.08404,0,0.00578,0.01523,0.00668,0.02003,0,0,0.67625,0.66041,0.46241,0.41583,0.62308,0.74932,0.08643,0.04017,0.0287,0.03935,0.02255,1.84605,1.94121,1.5848,2.20585,3.19019,1.88579,0.53514,0.07633,0.25225,0.03198,0.01731,2.02226,2.00491,3.66646,0.87899,2.94082,0.00577,3.12303,1.88728,2.28693,0.5834,3.08808,3.7333,4.47773,0.22481,0.10745,0.03604,0,0.00767,0.00036,3.26949,1.26634,1.81151,1.57601,1.72782,1.31968,2.47408,2.86409,2.4106,5.60317,1.77163,1.53083,0.66268,2.82293,1.66279,0.70293,0.04319,0.02091,0.10968,0.38805,0.61617,0.33437,0.08431,0.09086,1.28082,1.42048,0.92346,0.0077,0.0028,0.02488,0.12122,0,0,0.00589,0.86044,3.40113,2.02958,2.82707,8.69623,0.38212,0.21428,0.01872,0.01553,0.00633,0.04717,0.05877,10.04542,3.17173,4.3951,3.87107,5.73518,0,0,0,0,0,0,0,2.5097,2.24252,2.56044,2.60385,3.03692,1.71275,0.68361,1.38162,0.73255,0.89653,3.28416,1.33132,0.41621,0.60859,1.84358,2.74259,3.76311,2.67662,4.37833,1.13888,0.59409,0.87616,2.16937,0.81887,0.98532,0.90216,0.0216,0.03752,0.05617,0.00249,0.04904,1.54167,1.40732,1.2581,0.47303,1.50126,0.00136,0,0,0.00194,0.0104,0.05499
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales",0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0.00277,0.0146,0,0.5297,0,0.90608,0.54298,0,0.01541,0,0,0.03992,0,0,0.00518,0,0,0,0,0,0,0,0,0,0,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01836,0,0,0,0.00102,0.00678,0.02643,0,0.04181,0.09726,0,0,0,0,0,0,0.00546,0,0,0.00311,0,0,0.0057,0.00078,0,0,0.0178,0.00025,0.592,0.01355,0.01758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561,0.00132,0,0,0,0,0.80024,0,0.00817,0,0.01777,0,0,0,0,0,0,0,0.00042,0,0,0,0.00263,0,0,0,0,0,0.00392,0,0,0,0,0,0,0.14976,0,0,0,0,0,0,0,0.01009,0,0.00578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0.03518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.00037,0,0,0.01982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03815,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223,0,0,0,0,0.00338,0.0069,0.06407,0,0,0,0,0,0,0.21034,0.02667,0,0.00034,0.00679,0.00502,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0.00663,0,0,0,0,0,0.06889,0.00852,0.01011,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01198,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0,0,0.00827,0,0,0,0,0,0,0,0.18253,0.46669,0.10706,0.16964,0.09452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521,0,0,0.00576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548,0.01178,0.01209,0.01517,0,0,0,0.01026,0.01789,0.0213,0.00316,0.00635,0.05867,0.1743,0.02167,0,0.02541,0.06115,0,0,0,0,0,0,0.1239,0.40849,0.13724,0.14555,0.09789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03084,0.03762,0.03181,0.10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03277,0.08959,0.10945,0.10822,0.07584,0.01158,0.00426,0.0193,0.00478,0.01212,0.00623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04362,0.02991,0.0201,0.02353,0.01556,0.0052
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.11703,0,0.12854,0.16852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0.04672,0.00256,0,0,0,0,0,0,0,0,0,0.0161,0.06113,0.01718,0.0108,0.01526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0,0,0.00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942,0,0.01219,0.00855,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55341,0.17725,0.00906,0.87,0.78995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44905,2.9869,1.85221,0.41726,0.01862,7.72719,0.21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91023,0.09132,0.13405,0.27436,0.12079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01925,0.02071,0.36676,0.96423,2.43905,0.03337,0,0,0.85197,0.66454,0.83033,0.61123,0.02768,2.58172,0.39563,0.13047,0.01121,0.40922,0.6651,0,0,0,0,0,0,0,0,0,0,0,2.49178,1.20808,0.12615,0,0.88047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96934,0.2451,0.03775,0.1343,0,0,0,0,0,0,0,1.52096,0.95247,0.61399,0.12885,0.0913,5.69719,1.23322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23146,0.40467,0.0943,0.14989,0.22656,0.12254,0.00748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14442,0.73748,0.225,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16242,0.15785,0.09253,0.20592,0.08119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14045,0.05585,0.09576,0.07921,0.0494,0.08349,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05547,0.20745,0.49495,0.06735,0.12877,0.0903,0.17308,0.36279,0.07636,0.22738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02434,0.04064,0.04126,0.01302,0.12281,0.05196,0.06168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales",0.02107,0.01023,0.00927,0.01164,0.01995,0.01226,0,0,0,0,0,0.63308,0.71945,0.48086,0.49292,0.34783,0,0,0,0,0,0,0,0.297,0.34213,0.38528,0.57192,0.22224,0.12642,0.56984,0.18479,0,0.2149,0.26557,0,0.01635,0.50618,0.21322,0.60937,0.74055,0.50609,0.05484,0.7532,0.38663,0.09018,0.05669,0.11075,0.3773,0.10874,0.87102,2.5722,0.2634,0.43758,0.53117,0.50837,0.3243,0.13749,0,0.01795,0.00564,0.08455,0.85867,0.90348,1.0181,0,0.96641,0.68235,0,0,0,1.01443,0,0,0,0,0,1.35432,0.54345,0.82137,1.41124,1.02416,0.32317,0,0,0.14556,0.28717,0.23144,0.16698,0.0789,0.44153,0.24452,0.07569,0.10074,0.25147,0.26218,0.48405,0.75552,0.41387,0.28865,0.43686,0.3775,0.18296,0.19455,0.32611,0.27463,0.65909,0.22702,0.28452,0.43943,1.47613,1.23067,0,0,0,0.02738,0.14842,0,0,0,0,0,0,0,0,0,0,0,0.756,1.02599,0.55231,0.56299,1.75871,0.47243,0.35424,0,0.83092,0.4028,0.41555,0.02327,0.7325,0.54124,0.30018,0.04827,0.25692,0.09343,0.41878,0.77661,0.31315,0.51591,0.53545,0.8998,0.26006,0.5142,0.58804,0.34294,0.5406,1.05507,0.62077,0.31809,0.19117,0.25813,0.10734,0.10566,0.45972,0.0766,0.23399,0.46973,0.14767,0.71756,1.33423,0.75712,0,0,0,0,0,0.04455,0.02881,0.02853,0.04267,0.03512,0.03937,0.02878,0.59175,0.09381,0.29825,0.23295,0.00232,0.8792,0.08537,0,0,0,0,0,0,0,0,0,0,0,0.9163,0,0,0,0,0,0,0,0,0,0,0,0,0.01056,0.00523,0,0.06859,0.06797,0.34337,0.31121,0.29235,0.20452,0.31575,0.16372
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales",0.52569,0.38202,0.73806,0.01316,0.4987,0.07138,0,0,0,0,0,0,0,0,0,0,0,0.35717,0.43741,0.37648,0.46764,0.68729,0.4949,0.41489,0.16135,0.11889,0.17615,0.0553,0.12813,0.7511,0.40163,0,0.8121,0.30459,0,0,0.13729,0.11699,0.12727,0.16457,0.04933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14662,0.11766,0.18621,0,0.12989,0.11266,0,0,0,0.16343,0.27351,0.29447,0.43482,0.65931,1.00717,0.17619,0.31207,0.1373,0.15296,0.19683,0.13962,0.01513,0.0139,0.05646,0.07869,0.09855,0.11694,0.08695,0.07176,0.17885,0.30619,0.02698,0.16958,0.17727,0.23404,0.18118,0.06274,0.16773,0.01124,0.03763,0.09169,0.17891,0.09475,0.34476,0.46207,0.01587,0,0.00737,0.00088,0.12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24259,0.33503,0.14261,0.26634,0.52525,0.12708,0.22922,0,0.30326,0.4946,0.3188,0.20044,0.41947,0.38923,0.13143,0.11091,0.1159,0.15887,0.2457,0.05895,0.08731,0.06436,0.50523,0.00558,0.18605,0.75937,0.35951,0.30889,0.34525,0.79506,0.53907,0.96703,0.442,0.81795,0.71875,0.21653,0.28198,0.03927,0.09115,0.21807,0.15868,0.21269,0.23944,0.14326,0,0,0,0,0,0.17852,0.15929,0.12649,0.16495,0.26934,0.22044,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2008,0.23229,0.20152,0.12823,0,0.02347,0.05654,0.02354,0.11643,0.04238,0.37259,0.11097,0.07431,0.1791,0.02141,0.68395,1.38706,0.61036,1.06253,0.91939,0.28525,0.09939,0.09486
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0,0,0,0,0,0,0,0.00804,0,0,0,0,0,0.00236,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109,0,0.00403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02214,0.24403,0,0,0,0.04359,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467,0.00952,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352,0,0.01859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971,0.02106,0.0093,0.0089,0.02028,0.02088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1631,0,0,0.00715,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
