"","GO_Pt1_Baseline","GO_Pt1_C1D1","GO_Pt1_C1D3","GO_Pt1_C1D7","GO_Pt1_C2D1","GO_Pt1_C3D1","GO_Pt1_Final","GO_Pt11_Baseline","GO_Pt11_C1D3","GO_Pt11_C1D7","GO_Pt11_C2D1","GO_Pt12_Baseline","GO_Pt12_C1D1","GO_Pt12_C1D3","GO_Pt12_C1D7","GO_Pt12_C2D1","GO_Pt12_C3D1","GO_Pt13_Baseline","GO_Pt13_C1D1","GO_Pt13_C1D3","GO_Pt13_C1D7","GO_Pt13_C2D1","GO_Pt13_C3D1","GO_Pt14_Baseline","GO_Pt14_C1D1","GO_Pt14_C1D3","GO_Pt14_C2D1","GO_Pt14_C3D1","GO_Pt14_Final","GO_Pt15_Baseline","GO_Pt15_C1D1","GO_Pt15_C1D3","GO_Pt15_C1D7","GO_Pt15_C2D1","GO_Pt16_Baseline","GO_Pt16_C1D1","GO_Pt17_Baseline","GO_Pt17_C1D1","GO_Pt17_C1D7","GO_Pt17_C2D1","GO_Pt17_C3D1","GO_Pt17_Final","GO_Pt18_Baseline","GO_Pt18_C1D1","GO_Pt18_C1D3","GO_Pt18_C1D7","GO_Pt18_C2D1","GO_Pt18_C3D1","GO_Pt18_Final","GO_Pt19_Baseline","GO_Pt19_C1D1","GO_Pt19_C1D3","GO_Pt19_C1D7","GO_Pt19_C2D1","GO_Pt19_C3D1","GO_Pt2_Baseline","GO_Pt2_C1D1","GO_Pt2_C1D3","GO_Pt2_C1D7","GO_Pt2_C2D1","GO_Pt2_C3D1","GO_Pt20_Baseline","GO_Pt20_C1D1","GO_Pt20_C1D3","GO_Pt20_C1D7","GO_Pt20_C2D1","GO_Pt20_C3D1","GO_Pt21_Baseline","GO_Pt21_C1D1","GO_Pt21_C1D3","GO_Pt21_C1D7","GO_Pt22_Baseline","GO_Pt22_C1D1","GO_Pt22_C1D3","GO_Pt22_C1D7","GO_Pt22_C2D1","GO_Pt23_Baseline","GO_Pt23_C1D1","GO_Pt23_C1D3","GO_Pt23_C1D7","GO_Pt23_C2D1","GO_Pt23_C3D1","GO_Pt24_Baseline","GO_Pt24_C1D1","GO_Pt25_Baseline","GO_Pt25_C1D1","GO_Pt25_C1D3","GO_Pt25_C2D1","GO_Pt25_C3D1","GO_Pt25_Final","GO_Pt29_Baseline","GO_Pt29_C1D1","GO_Pt29_C1D3","GO_Pt29_C2D1","GO_Pt29_C3D1","GO_Pt30_Baseline","GO_Pt30_C1D1","GO_Pt30_C1D3","GO_Pt30_C3D1","GO_Pt31_Baseline","GO_Pt31_C1D1","GO_Pt31_C1D3","GO_Pt31_C1D7","GO_Pt31_C2D1","GO_Pt31_C3D1","GO_Pt31_Final","GO_Pt32_Baseline","GO_Pt32_C1D1","GO_Pt32_C1D3","GO_Pt32_C1D7","GO_Pt32_C2D1","GO_Pt33_Baseline","GO_Pt33_C1D1","GO_Pt33_C1D3","GO_Pt33_C1D7","GO_Pt33_C2D1","GO_Pt33_Final","GO_Pt34_Baseline","GO_Pt34_C1D1","GO_Pt34_C1D3","GO_Pt35_Baseline","GO_Pt35_C1D1","GO_Pt35_C1D3","GO_Pt35_C1D7","GO_Pt35_C2D1","GO_Pt35_C3D1","GO_Pt35_Final","GO_Pt38_Baseline","GO_Pt38_C1D1","GO_Pt38_C1D3","GO_Pt38_C1D7","GO_Pt38_C2D1","GO_Pt38_C3D1","GO_Pt38_Final","GO_Pt39_Baseline","GO_Pt4_Baseline","GO_Pt4_C1D1","GO_Pt4_C1D3","GO_Pt4_C1D7","GO_Pt4_C2D1","GO_Pt4_C3D1","GO_Pt40_Baseline","GO_Pt40_C1D3","GO_Pt40_C1D7","GO_Pt40_C2D1","GO_Pt42_Baseline","GO_Pt42_C1D1","GO_Pt42_C1D3","GO_Pt42_C1D7","GO_Pt42_C2D1","GO_Pt42_C3D1","GO_Pt42_Final","GO_Pt43_Baseline","GO_Pt43_C1D1","GO_Pt43_C1D3","GO_Pt43_C1D7","GO_Pt43_C2D1","GO_Pt43_C3D1","GO_Pt43_Final","GO_Pt44_Baseline","GO_Pt44_C1D1","GO_Pt44_C1D3","GO_Pt44_C1D7","GO_Pt44_C2D1","GO_Pt45_Baseline","GO_Pt45_C1D1","GO_Pt45_C1D3","GO_Pt45_C1D7","GO_Pt45_C2D1","GO_Pt45_C3D1","GO_Pt45_Final","GO_Pt47_Baseline","GO_Pt47_C1D1","GO_Pt47_C1D3","GO_Pt47_C1D7","GO_Pt47_C2D1","GO_Pt50_Baseline","GO_Pt50_C1D1","GO_Pt50_C1D3","GO_Pt50_C1D7","GO_Pt50_C2D1","GO_Pt50_C3D1","GO_Pt50_Final","GO_Pt51_Baseline","GO_Pt51_C1D1","GO_Pt51_C1D3","GO_Pt51_C1D7","GO_Pt51_C2D1","GO_Pt51_C3D1","GO_Pt51_Final","GO_Pt52_Baseline","GO_Pt52_C1D1","GO_Pt52_C1D3","GO_Pt52_C1D7","GO_Pt52_C2D1","GO_Pt52_C3D1","GO_Pt52_Final","GO_Pt53_Baseline","GO_Pt53_C1D1","GO_Pt53_C1D3","GO_Pt53_C1D7","GO_Pt53_C2D1","GO_Pt54_Baseline","GO_Pt54_C1D1","GO_Pt54_C1D3","GO_Pt54_C1D7","GO_Pt54_C2D1","GO_Pt54_C3D1","GO_Pt54_Final","GO_Pt6_C1D1","GO_Pt6_C1D3","GO_Pt6_C1D7","GO_Pt6_C2D1","GO_Pt6_C3D1","GO_Pt7_Baseline","GO_Pt7_C1D1","GO_Pt7_C1D3","GO_Pt7_C1D7","GO_Pt7_C2D1","GO_Pt9b_Baseline","GO_Pt9b_C1D1","GO_Pt9b_C1D3","GO_Pt9b_C2D1","GO_Pt9b_C3D1","GO_Pt9c_C1D3"
"k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053",0,0.00557,0.09986,0.0734,0.01728,0.00315,0.00451,0,0,0,0,0.063,0.0626,0.05975,0.07078,0.03089,0,0.02195,0.00265,0.00594,0.00163,0,0,0,0.00181,0,0,0.00353,0.01762,0.03935,0.01259,0,0.06844,0.02249,0,0,0.01402,0.03062,0.01577,0.01733,0.01185,0,0,0,0,0,0,0,0,0.03732,0,0.06572,0.06819,0.10763,0.09448,0.00473,0.03643,0,0,0.03736,0.02474,0.06522,0.03457,0.05635,0,0.06801,0.00679,0.07872,0.01896,0.05096,0.05941,0,0,0,0,0,0.02624,0.08984,0.02306,0.03816,0.0347,0.04914,0,0,0.00269,0.00235,0.00228,0.01972,0.0024,0.00348,0.02051,0.01956,0.00706,0.04452,0.03023,0.00205,0.03068,0.0112,0.00319,0,0,0,0,0,0,0,0.02584,0.03297,0.04494,0.00556,0.02632,0,0.02023,0.03034,0.02594,0,0.04841,0,0,0,0,0,0,0,0,0,0,0.09314,0.09627,0.04771,0.0581,0.12359,0.10952,0.17312,0,0.06561,0.08656,0.03574,0.04481,0.10208,0.1288,0.00133,0,0.00887,0,0.0778,0.00933,0.02623,0.00769,0.07158,0,0.03336,0.03545,0.02117,0.00806,0.0344,0.0461,0.03883,0.0028,0.01723,0.01587,0.02238,0.04637,0,0.00846,0.01856,0.04348,0.02147,0.0298,0.02328,0.02486,0,0,0,0,0,0.00467,0.00563,0.00167,0,0.0072,0.01115,0.00442,0.04076,0.03568,0.03514,0.02145,0.08302,0.02974,0,0.1132,0.17444,0.12108,0.021,0.01192,0,0,0,0,0,0.19105,0.10499,0.00204,0.06688,0,0.0055,0,0,0.01192,0.00259,0.0096,0.00948,0.01177,0.00601,0,0,0.00059,0.17614,0,0.02717,0.0159,0.01295,0.01756,0.01995,0.05595
"k__Bacteria|p__Firmicutes|c__CFGB3546|o__OFGB3546|f__FGB3546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389,0.0075,0.01064,0.00727,0.00576,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3608|o__OFGB3608|f__FGB3608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388,0.03707,0.02684,0.04148,0.02804,0.02584,0.00359,0,0,0,0.00849,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432,0.00333,0.01633,0.01757,0.02272,0.00967,0.00674,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0.02504,0.01104,0.00016,0.00351,0.00149,0,0,0,0.00065,0.00232,0,0.00041,0,0.0032,0,0,0.0063,0.00156,0.00255,0,0,0.00065,0,0,0,0,0.00218,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0.00399,0.0024,0.003,0.00311,0.00429,0.003,0.00443,0.02847,0.02522,0.01668,0.02137,0.00511,0.02139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0.0027,0,0.00103,0.00044,0.00132,0,0,0,0,0,0,0,0,0,0,0.0021,0.00402,0.0023,0.0054,0.00409,0.00845
"k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183",0.00414,0.00202,0.00122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119,0.00041,0,0,0,0,0.00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092,0,0,0,0,0,0,0,0,0.0025,0.00077,0.00069,0.00386,0.02408,0.00429,0,0,0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB40382|o__OFGB40382|f__FGB40382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201,0.00183,7e-05,0.00541,0.00494,0.01428,0.05412,0.02481,0.00701,0.00878,0.0245,0.00506,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03015,0.03578,0.07586,0.04829,0.02058,0.03305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0.00674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03377,0.03171,0.01781,0.02712,0,0,0.00342,0,0,0,0,0,0,0,0,0,0,0.01375,0.13959,0.24492,0.11056,0.00094,0.03883,0.24659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB41366|o__OFGB41366|f__FGB41366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0,0,0.00479,0,0,0,0,0,0,0,0.00315,0.00374,0.00115,0,6e-05,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB41715|o__OFGB41715|f__FGB41715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63489,0.29776,0.34306,0.21779,0.03821,0.10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB42358|o__OFGB42358|f__FGB42358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01192,0.01031,0.02392,0.01332,0.0231,0.0315,0.0043,0.00232,0.01104,0.02649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0.00392,0.01134,0.00287,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.00448,0,0,0.01397,0.01134,0,0,0,0,0,0,0,0,0,0,0,0.02951,0.02036,0.03788,0.03456,0.03883,0.02267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805,0.03427,0.02227,0.15162,0,0.0053,0.00534,0.00431,0.00458,0.00375,0.00362
"k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691",0,0,0,0,0,0,0,0.2593,0.11102,0.0569,0.09848,0,0,0,0,0,0,0.11507,0.08557,0.06411,0.04061,0.04362,0.04547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05982,0.10901,0.0444,0.06235,0.03873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12536,0.06133,0.06938,0.16407,0.09696,0.0788,0,0.00577,0.01473,0.02049,0.03481,0.01505,0.01524,0.06661,0.04909,0.07618,0.01247,0.05007,0.04164,0,0,0,0,0.03026,0.02569,0.0455,0.03523,0.05559,0.0598,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491,0.02934,0.02959,0.01011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02142,0,0.00856,0.01209,0.09322,0.09321,0.04785,0.04968,0.05094,0.04219,0.02074,0,0,0,0,0,0.03603,0.05086,0.05675,0.03801,0.05763,0.04456,0.02952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03904,0.04494,0.03115,0.05652,0.01817,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4549|o__OFGB4549|f__FGB4549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0.00136,0.00397,0,0.00199,0,0.01,0.00286,0.00201,0.00928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0,0.00127,0,0,0,0.00118,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0.03769,0.01669,0.01405,0.00941,0.01173,0.01443,0.0084,0.01466,0,0.00349,0,0,0.00015,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01248,0.01702,0.03865,0,0,0,0,0,0,0,0,0.00601,0.0021,0.00388,0.00415,0,0.00858,0,0.05738,0.01098,0.01286,0.08441,0.05042,0,0,0.01742,0.00598,0,0.00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256,0.003,0.00297,0.00043,0.0017,0.00329
"k__Bacteria|p__Firmicutes|c__CFGB9612|o__OFGB9612|f__FGB9612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17292,0.19065,0.13384,0.24307,0.1082,0.19352,0.00938,0.00519,0.00081,0,0.00033,0.00931,0.13231,0.65918,0,0.43783,0.33831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787,0.01244,0.01739,0.01784,0.00024,0.00695,0,0,0,0,0,0.00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,0,0.01002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.00092,0.00533,0.00821,0.00355,0.00586,0.01745,0,0,0,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9732|o__OFGB9732|f__FGB9732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0.00403,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9736|o__OFGB9736|f__FGB9736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464,0.00364,0.00346,7e-05,0.01344,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0.01511,0.0095,0.00735,0.00025,0,0,0,0,0,0,0,0.00103,0.00023,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295,0.00356,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB9830|o__OFGB9830|f__FGB9830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.01001,0,0.08226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0.00768,0.00081,0,0.00992,0.01304,0,0,0,0,0,0,0.01893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.05607,0.0306,0.00853,0,0,0,0,0,0,0.01643,0.04732,0.00968,0.00299,0.01654,0.04151
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae",0,0,0,0,0,0.00179,0,0,0,0,0,0,0,0,0,0,0,0.00446,0.00713,0.01126,0.00999,0.00557,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0,0.00016,0.00186,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554,0.01484,0.00553,0,0.00767,0,0.10054,0.00746,0.02891,0.01603,0.01267,0.04904,0.03688,0.02965,0,0,0,0,0,0.13277,0.10906,0.09181,0.01345,0,0,0,0.00433,0.00132,0.00093,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04701,0.03936,0.03959,0.14081,0.01132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02228,0,0.00893,0.01918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913,0,0,0,0.00372,0.00501,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02773,0.02236,0.01605,0.02058,0.0069,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified",5.23735,5.24006,3.47301,0.77951,7.36377,18.63914,39.18079,1.42401,0.24976,0.03539,0.22664,0.25461,0.22529,0.26199,0.31972,0.16609,0.22926,10.87473,13.17753,10.26802,10.19237,14.11656,12.36778,7.34901,11.15411,6.45949,7.19698,13.11995,15.97378,12.47619,16.09543,0,8.37305,13.34792,0.02775,0.02756,3.90584,3.68001,3.17863,6.11145,1.89392,0,3.5667,3.92503,0.90118,0.97363,0.37147,0.13157,3.47779,2.48888,2.90477,2.81229,2.44211,3.21102,4.42653,0.01545,0.00908,0,0.01145,0,0.03801,2.62857,2.43101,2.40035,0.06609,2.18659,3.12989,0.7979,0.92478,1.26085,2.62595,4.79738,5.28342,4.74305,0.07808,6.07928,3.33264,6.6198,4.54133,1.03092,1.81549,0.55494,10.12153,6.6214,23.75825,17.17383,14.85043,20.60102,11.81573,8.45391,5.90621,7.68228,9.47767,9.53406,4.45004,6.60686,7.61415,10.09728,7.25917,0.63222,1.73121,6.40267,8.40376,8.11647,9.65868,8.82837,1.70044,0.98311,1.30554,0.05816,0.44281,1.51421,0.61279,0.07055,0.27711,4.55648,2.6851,0.01216,0.00887,0.001,0.34146,0.29312,0.01237,0.48767,0.11756,0.47276,0.37259,0.04295,0.06749,0.03842,0.22242,5.42003,1.37677,0.90065,0,1.53353,2.25378,2.16813,0.22202,2.57486,0.79336,4.90854,16.3999,3.55779,17.15676,6.31982,0.57926,2.74525,0.81489,0.76106,0.01638,0.36255,2.80875,1.74554,1.47178,0.34408,2.05192,3.51475,0.04396,4.96887,6.82367,7.78621,5.18466,0.68282,4.66338,2.65528,2.4435,3.26959,3.97947,3.87016,1.67693,0,0,0,0,0,17.65537,15.35954,14.25405,16.45478,10.24873,10.91952,12.66331,0.33263,0.81795,0.68098,0.64624,0.65053,1.93696,0.07068,0.71765,0.59867,0.903,0.18974,0.25644,0.02775,0.16741,5.28016,2.51584,3.18367,0.71916,1.39458,3.00953,6.26346,4.40284,1.39485,2.22537,4.25525,3.76817,4.85341,7.89076,3.01527,5.60541,3.7626,0.5052,0.809,1.29639,7.48523,0.02037,3.40501,5.47448,4.13826,8.35781,5.27107,5.60106
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae",0.02034,0.03229,0.02606,0.01364,0.07698,0.04976,0.04351,0,0,0,0,0,0,0,0,0,0,0.00196,0.00297,0.00231,0.00451,0.00566,0.00518,0.00847,0.00108,0.00302,0.00086,0.00081,0.02951,0.00332,0.00657,0,0.00254,0.01012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01703,0.01284,0.01754,0,0.0085,0.0137,0,0,0,0.01206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0.00454,0.0119,0,0.00526,0.00024,0.00617,0.00126,0.00034,0.00297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05817,0.01584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01589,0.00053,0,0.00267,0.00336,0.00107,0.01007,0,0.00895,0,0,0,0,0,0,0,0.00032,0,0,0,0,0.00121,0,0.0109,0.00158,0.02361,0.00527,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504,0.00635,0.01706,0.0065,0.00068,0.00035
