"","GO-Pt20-C1D3","GO-Pt6-C3D1","GO-Pt6-C1D3","GO-Pt15-C1D3","GO-Pt20-C3D1","GO-Pt18-C3D1","GO-Pt20-Baseline","GO-Pt14-Baseline","GO-Pt14-C1D3","GO-Pt18-Baseline","GO-Pt18-C1D1","GO-Pt11-Baseline","GO-Pt14-C2D1","GO-Pt17-C2D1","GO-Pt13-Baseline","GO-Pt13-C2D1","GO-Pt11-C1D7","GO-Pt21-Baseline","GO-Pt4-C3D1","GO-Pt6-C2D1","GO-Pt4-C1D3","GO-Pt2-C2D1","GO-Pt18-C1D7","GO-Pt7-Baseline","GO-Pt1-C1D1","GO-Pt19-Baseline","GO-Pt2-Baseline","GO-Pt12-C2D1","GO-Pt20-C1D1","GO-Pt11-C1D3","GO-Pt11-C2D1","GO-Pt18-C2D1","GO-Pt7-C1D3","GO-Pt9c-C2D1","GO-Pt17-Baseline","GO-Pt7-C2D1","GO-Pt12-C1D3","GO-Pt2-C1D7","GO-Pt13-C1D7","GO-Pt9c-Baseline","GO-Pt12-Baseline","GO-Pt4-C1D1","GO-Pt2-C1D3","GO-Pt1-C1D7","GO-Pt17-C1D7","GO-Pt7-C1D1","GO-Pt15-C1D1","GO-Pt12-C3D1","GO-Pt1-C2D1","GO-Pt9c-C1D1","GO-Pt15-Baseline","GO-Pt20-C1D7","GO-Pt1-Baseline","GO-Pt21-C1D7","GO-Pt6-C1D1","GO-Pt13-C3D1","GO-Pt15-C2D1","GO-Pt13-C1D3","GO-Pt14-C3D1","GO-Pt15-C1D7","GO-Pt4-Baseline","GO-Pt19-C2D1","GO-Pt21-C1D1","GO-Pt14-C1D1","GO-Pt13-C1D1","GO-Pt20-C2D1","GO-Pt19-C1D7","GO-Pt7-C1D7","GO-Pt21-C1D3","GO-Pt2-C3D1","GO-Pt12-C1D1","GO-Pt19-C1D3","GO-Pt17-C1D1","GO-Pt19-C3D1","GO-Pt4-C2D1","GO-Pt6-C1D7","GO-Pt18-C1D3","GO-Pt12-C1D7","GO-Pt2-C1D1","GO-Pt1-C1D3","GO-Pt35-C2D1","GO-Pt34-C1D1","GO-Pt50-C1D7","GO-Pt38-Baseline","GO-Pt42-C2D1","GO-Pt23-C1D7","GO-Pt23-C1D3","GO-Pt33-C1D1","GO-Pt30-C1D3","GO-Pt32-C2D1","GO-Pt32-Baseline","GO-Pt35-C1D3","GO-Pt43-C1D1","GO-Pt25-C1D1","GO-Pt34-C1D3","GO-Pt22-C1D7","GO-Pt45-C1D7","GO-Pt32-C1D1","GO-Pt42-Final","GO-Pt29-C1D1","GO-Pt30-Baseline","GO-Pt42-C1D3","GO-Pt45-C1D3","GO-Pt43-C2D1","GO-Pt31-C1D1","GO-Pt14-Final","GO-Pt35-C1D7","GO-Pt44-C1D3","GO-Pt42-C1D1","GO-Pt38-C1D3","GO-Pt17-C3D1","GO-Pt44-Baseline","GO-Pt44-C1D1","GO-Pt25-Baseline","GO-Pt25-C3D1","GO-Pt29-C2D1","GO-Pt33-Final","GO-Pt31-C1D3","GO-Pt47-C1D3","GO-Pt43-C1D3","GO-Pt22-C2D1","GO-Pt45-C3D1","GO-Pt42-Baseline","GO-Pt23-C2D1","GO-Pt33-C2D1","GO-Pt38-Final","GO-Pt50-C1D1","GO-Pt31-C3D1","GO-Pt34-Baseline","GO-Pt17-Final","GO-Pt50-C3D1","GO-Pt39-Baseline","GO-Pt32-C1D3","GO-Pt35-C1D1","GO-Pt31-Baseline","GO-Pt24-Baseline","GO-Pt23-Baseline","GO-Pt47-Baseline","GO-Pt45-Final","GO-Pt35-C3D1","GO-Pt40-Baseline","GO-Pt30-C3D1","GO-Pt32-C1D7","GO-Pt29-C1D3","GO-Pt45-C2D1","GO-Pt45-C1D1","GO-Pt9c-C1D3","GO-Pt16-Baseline","GO-Pt35-Final","GO-Pt25-C1D3","GO-Pt50-C1D3","GO-Pt9b-C2D1","GO-Pt22-C1D3","GO-Pt23-C3D1","GO-Pt38-C1D7","GO-Pt25-Final","GO-Pt31-Final","GO-Pt23-C1D1","GO-Pt9b-C1D1","GO-Pt24-C1D1","GO-Pt38-C2D1","GO-Pt35-Baseline","GO-Pt42-C3D1","GO-Pt50-C2D1","GO-Pt30-C1D1","GO-Pt9b-C3D1","GO-Pt33-C1D3","GO-Pt43-Baseline","GO-Pt25-C2D1","GO-Pt47-C1D1","GO-Pt50-Final","GO-Pt42-C1D7","GO-Pt38-C3D1","GO-Pt40-C1D3","GO-Pt47-C2D1","GO-Pt29-Baseline","GO-Pt22-Baseline","GO-Pt43-C1D7","GO-Pt16-C1D1","GO-Pt44-C2D1","GO-Pt22-C1D1","GO-Pt29-C3D1","GO-Pt38-C1D1","GO-Pt31-C2D1","GO-Pt47-C1D7","GO-Pt9b-Baseline","GO-Pt33-C1D7","GO-Pt45-Baseline","GO-Pt31-C1D7","GO-Pt43-C3D1","GO-Pt33-Baseline","GO-Pt50-Baseline","GO-Pt9b-C1D3","GO-Pt43-Final","GO-Pt40-C1D7","GO-Pt44-C1D7","GO-Pt51-Baseline","GO-Pt51-C1D1","GO-Pt51-C1D3","GO-Pt51-C1D7","GO-Pt51-C2D1","GO-Pt51-C3D1","GO-Pt51-Final","GO-Pt52-Baseline","GO-Pt52-C1D1","GO-Pt52-C1D3","GO-Pt52-C1D7","GO-Pt52-C2D1","GO-Pt52-C3D1","GO-Pt52-Final","GO-Pt54-Baseline","GO-Pt54-C1D1","GO-Pt54-C1D3","GO-Pt54-C1D7","GO-Pt54-C3D1","GO-Pt54-Final","GO-Pt53-Baseline","GO-Pt53-C1D1","GO-Pt53-C1D3","GO-Pt53-C1D7","GO-Pt53-C2D1","GO-Pt1-C3D1","GO-Pt1-Final"
"d11290f5a8d806b455f66a2c7ca1cad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,4544
"67e8859e108281ee7971084bfa759522",86,0,0,499,114,900,27,72,11,377,732,0,28,0,0,13,0,17,29,0,0,0,261,19,125,12,0,24,425,0,0,742,0,0,0,9174,55,0,0,0,25,200,0,394,0,0,650,0,112,0,218,57,154,116,0,0,435,8,0,259,23,41,30,50,16,73,22,0,79,0,41,32,0,10,21,0,1480,70,0,265,370,0,0,23,0,0,0,378,0,0,0,125,0,0,0,17,0,0,0,0,145,0,0,0,0,0,728,0,0,11,0,37,21,0,0,0,0,0,0,0,37,0,0,0,222,24,0,0,0,0,0,0,0,297,0,0,0,0,0,311,0,42,7,0,0,0,0,0,682,0,0,0,46,0,25,0,0,0,0,0,62,208,0,0,33,0,332,6,0,0,0,0,9,7,0,0,28,0,0,20,33,0,26,0,0,0,109,0,0,0,271,0,0,0,0,0,7,11,0,0,0,23,0,22,10,22,0,0,0,0,0,0,0,0,0,0,35,73,36,131,5,14,19
"2c5e87b291147c04e1b8d1c808b1aee0",0,1294,372,23,0,0,0,2122,788,0,0,0,870,0,0,0,0,0,0,273,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,0,1296,0,0,0,1401,0,0,0,0,0,183,3026,0,0,0,0,0,0,1473,0,121,0,546,0,0,0,0,1350,0,0,0,0,0,0,636,0,0,0,0,727,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,156,0,0,0,79,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,364,357,152,103,68,142,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"da6a7cba87e0895b9cbe6037b9bd8b3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,564,0,0,3608,0,0,0,1198,0,0,0,0,0,0,0,0,2930,0,0,0,0,633,0,0,0,0,389,0,0,0,0,0,0,2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386,0,0,0,0,0,1975,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,3691,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f479c23321346918723839e33a3544f4",0,0,30,302,0,24,11,2600,72,80,102,0,179,74,80,80,0,55,189,30,44,0,18,97,121,527,0,11,49,0,0,37,72,45,0,836,0,0,75,52,3,574,0,8,19,202,675,0,527,52,120,0,394,27,7,65,63,57,73,86,19,543,11,31,134,0,489,1209,13,0,7,769,26,901,266,0,193,11,0,174,0,0,0,0,21,0,0,323,14,0,0,0,0,7,0,18,6,10,20,31,92,5,8,0,0,177,0,133,0,0,0,174,74,0,17,40,92,0,13,0,300,9,8,14,1270,63,8,0,0,0,21,0,0,0,0,31,0,0,0,0,14,37,0,47,11,0,10,0,0,0,17,10,132,15,7,0,18,0,26,66,19,0,0,8,39,8,2361,19,0,0,0,0,9,438,0,21,251,0,0,9,298,175,5,0,0,6,763,13,0,32,546,0,14,0,0,54,15,36,30,17,4,19,0,0,27,46,0,0,0,0,0,0,9,13,6,0,0,0,0,0,4,123,30
"4e2e6735331ad01a30c94d2f4c285dc2",0,0,0,0,0,0,0,0,0,0,0,519,0,0,1256,882,917,0,225,0,0,0,0,0,0,0,1585,0,0,1880,1005,0,0,457,0,0,0,54,528,94,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,434,0,613,0,0,0,0,0,0,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,6,0,146,149,49,0,66,109,87,0,0,0,0,0,92,113,194,0,0,177,156,0,50,47,0,0,200,0,0,0,0,0,0,0,0,163,0,0,0,92,437,220,0,0,15,143,0,0,92,0,449,0,52,0,166,0,72,0,0,182,312,0,61,96,119,0,0,0,6,241,0,346,0,0,260,172,513,173,0,0,55,148,40,197,0,0,0,0,22,172,0,11,0,0,0,0,0,0,0,0,0,228,0,186,0,169,315,0,0,24,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e2cfe099d4a73a03ac5f80d4f8369dbc",0,68,998,10,0,0,0,28,351,0,0,44,643,0,277,135,10,0,0,111,0,0,0,0,0,0,0,0,0,53,116,0,0,160,0,0,0,0,219,543,0,0,0,0,0,0,115,0,0,792,240,0,0,0,538,56,13,281,592,238,0,0,0,459,753,0,0,0,0,0,0,0,0,0,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,121,117,67,0,0,0,0,0,58,174,0,0,882,0,25,0,53,267,0,0,0,0,0,0,0,16,58,0,38,58,0,0,0,7,0,20,40,0,0,0,0,0,0,0,241,0,26,141,23,0,0,0,534,1083,16,0,46,117,88,0,0,69,0,44,88,9,0,0,55,75,88,1134,0,0,0,0,374,98,0,0,58,0,0,0,0,752,0,0,273,0,0,0,359,186,0,26,0,13,0,121,255,0,0,0,146,0,55,0,108,105,202,120,40,173,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"923f521b9cf313f1f95c9367e09bbc1c",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,62,206,0,0,0,198,0,0,0,0,271,0,0,0,36,0,0,28,8,3540,13,1315,0,10,24,0,79,0,20,0,0,0,0,7,0,0,0,385,0,0,0,0,0,0,8,37,63,0,14,0,0,11,6,1354,0,0,4,0,0,0,0,0,2025,0,0,734,0,0,0,9,0,0,7,0,0,0,4,0,36,65,0,0,17,0,9,0,0,0,0,0,8,43,21,0,0,0,344,0,0,22,0,0,87,17,0,34,0,18,0,0,0,0,361,748,0,177,0,22,28,0,44,1562,21,0,0,0,32,0,7,12,50,2143,163,0,0,0,0,34,0,0,0,0,0,0,0,18,0,0,0,19,0,0,0,34,0,6,0,0,313,0,0,93,843,2182,0,34,0,14,281,0,17,12,0,3,0,0,0,0,58,69,0,0,0,0,0,0,0,32,0,127,718,171,28,0,7,3,13,452,9,26,0,39,0,5,0,0,0
"66063c3a2e5cc0fd8b0b301cdbb7c0ce",512,0,0,2793,464,0,59,39,10,0,0,0,53,0,57,38,0,0,394,0,217,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,38,0,0,98,0,0,0,0,5336,0,0,0,2216,267,0,0,0,18,1120,72,9,1449,525,0,0,0,248,276,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,78,18,27,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,141,0,8,0,221,8,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,159,0,0,0,941,0,0,0,0,0,0,0,0,742,189,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,15,0,0,420,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0
"90af3675c266d09bb7986147ac5885ec",0,0,0,0,0,0,0,0,0,0,0,0,0,188,2529,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,27,0,0,0,1768,71,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,1203,0,1068,0,0,0,0,0,0,4999,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,65,0,0,0,0,0,1206,0,0,0,0,0,0,0,7,247,71,0,54,0,0,0,0,0,0,0,0,145,0,0,0,211,0,0,0,0,0,0,0,0,0,5,0,0,66,9,0,23,0,0,161,348,0,0,0,0,16,0,0,0,0,0,0,0,178,0,0,0,0,40,0,418,0,0,2474,0,120,0,0,0,0,0,456,0,0,0,0,0,0,14,0,0,183,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533b6c05a74b2c25a94f884d6fe42f9d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,4349,0,0,2213,0,0,0,0,0,32,2919,0,0,0,10,0,0,0,0,0,0,0,0,0,4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647,0,0,0,0,0,0,0,0,2097,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b9ab7ba8573cbfe5f1a9f59f0b38ff4",0,85,155,0,0,0,0,389,244,0,0,0,265,15,236,112,0,0,0,60,0,0,0,0,328,0,0,0,0,0,0,0,0,235,47,0,0,0,347,158,0,0,0,1113,10,0,0,0,3641,238,0,0,2226,0,161,157,0,145,120,0,0,0,0,376,324,0,0,0,0,0,0,0,63,79,0,69,0,0,0,1473,0,0,20,0,96,61,0,0,155,18,16,0,39,17,0,17,8,80,43,55,584,98,8,10,0,59,0,19,35,15,6,0,29,0,41,70,63,0,0,86,0,12,87,31,0,242,38,0,0,0,41,0,288,0,6,91,18,0,0,0,32,922,76,17,4,0,70,0,0,41,61,24,36,41,99,15,0,77,40,288,167,0,11,96,295,96,0,67,13,0,57,7,91,215,0,52,70,36,0,10,65,91,16,0,0,35,0,14,0,15,0,46,73,0,33,17,28,138,37,32,10,30,0,0,0,0,0,0,0,0,84,94,117,61,200,35,0,0,0,0,0,191,328
"f4cc6e4932f507b33d1335d801f54563",0,322,154,0,0,0,0,0,0,0,0,0,0,500,253,130,0,0,719,125,250,0,0,0,0,0,86,0,0,0,0,0,0,188,312,0,0,183,118,59,0,305,266,0,304,0,0,0,0,244,75,0,0,0,229,63,13,173,0,0,301,727,0,0,494,0,24,0,0,236,0,0,458,227,420,186,0,0,260,0,0,0,72,0,286,169,34,0,26,0,0,0,58,88,0,0,93,0,180,121,26,185,168,98,129,86,0,56,163,0,100,100,165,17,80,165,115,250,0,111,0,276,300,260,0,214,81,93,0,0,163,0,0,0,122,122,294,0,215,0,37,123,0,0,89,80,57,0,0,97,79,22,0,292,0,65,516,590,41,493,0,0,179,209,45,70,0,164,80,0,276,127,110,214,0,146,0,185,0,140,0,160,0,133,0,38,0,232,97,75,0,49,39,110,55,48,122,145,291,173,66,183,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2de5ccd5d5d8484edf5b47be19c7687e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,156,197,189,93,205,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
"3f49f2e33639f81618c76b5807f6498c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,1310,0,0,0,0,0,0,0,0,0,6,0,292,0,0,0,2652,0,0,20,4151,2696,453,217,0,2443,0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,824,0,57,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,429,0,113,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcffedae608fe4871be42936a1cb523a",0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,991,0,1043,0,0,0,0,674,0,0,0,0,0,0,0,863,186,0,0,0,0,152,0,1008,0,0,306,0,0,0,0,846,59,0,0,0,0,0,0,0,0,0,653,438,0,0,0,0,856,0,0,0,0,860,224,130,1089,0,0,0,0,0,0,0,104,0,0,25,23,0,0,19,64,0,91,299,0,0,47,98,0,0,0,0,50,22,194,0,0,0,0,83,96,0,0,64,145,0,0,310,0,206,0,148,0,50,0,250,130,64,0,0,111,0,48,0,213,0,137,0,174,0,93,0,0,0,22,59,332,0,0,133,75,57,0,0,64,191,540,160,130,0,120,0,0,202,0,179,0,144,220,0,0,0,85,378,0,0,0,276,0,0,0,0,100,116,0,77,0,153,219,0,0,0,85,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,506,325,1290,52,0,0
"33ba975cdb88b5073a2355ffdf01e9cb",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,6,0,0,33,0,0,0,20,0,0,0,0,11,276,0,0,0,0,50,3081,0,0,0,0,0,230,0,0,141,0,18,0,0,0,0,0,0,0,205,0,0,0,0,0,1562,0,0,0,0,0,0,7,0,0,0,0,62,0,0,0,0,0,0,0,0,0,5,0,0,39,0,0,40,73,0,0,0,0,0,0,0,1435,0,0,0,193,569,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,133,0,0,0,0,0,0,0,0,104,0,0,0,1476,0,173,10,0,0,0,1850,0,0,0,110,0,0,0,63,303,0,7,0,0,0,12,11,832,461,549,1549,505,65,32,0,0,0,0,17,28,22,37,44,21,0,0,0
"ab9899b443255cd34e51705c7b8ea201",0,0,23,9,586,0,0,148,228,0,0,0,338,616,363,183,0,0,0,18,16,0,0,0,185,776,0,0,78,0,0,0,0,135,152,0,0,0,205,253,0,480,0,94,16,0,256,0,309,928,200,0,226,0,0,207,31,182,40,0,1071,847,0,449,496,114,1229,0,0,0,0,1125,147,178,152,525,0,0,0,625,0,0,253,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,13,60,0,0,0,0,61,0,72,0,0,9,28,271,0,34,38,0,22,0,0,0,0,0,0,0,0,129,28,0,0,488,0,0,0,0,5,0,0,0,0,437,15,0,0,12,21,26,0,0,25,117,46,9,0,0,8,71,0,21,401,0,0,0,278,48,65,0,0,51,0,391,0,0,517,0,0,62,0,0,238,146,41,0,40,0,11,0,13,208,0,0,225,21,0,346,51,22,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,24,112
"2740cf2417c92847cc298cbd71dd1fcd",0,0,0,0,6,665,0,0,0,52,51,0,0,0,0,0,49,0,0,0,10,64,73,0,0,0,47,0,0,0,27,3194,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686,0,0,0,0,56,0,207,0,758,0,0,1581,0,0,0,0,0,227,0,0,0,0,0,0,87,46,6,0,0,15,0,0,0,0,14,39,0,126,0,0,0,74,283,0,0,0,0,32,269,0,0,0,0,0,0,5,0,0,932,1424,0,166,0,0,123,0,0,615,0,869,0,11,0,9,0,0,0,53,415,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,93,0,0,152,0,0,0,0,287,48,0,0,66,1195,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,183,0,0,0,8,7,0,7,211,36,98,143,51,0,159,0,0,0,138,0,0,0,0,0,0,0,0,0
"0bae11e18b7d5b6f905fcb2cecf94bcf",0,0,0,0,0,0,0,1742,2665,0,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4720,0,0,0,0,6934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,102,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,456,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,22,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4fba6fef450158c1bd1cbcb5a0e8f5e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,0,0,0,0,1332,0,0,0,0,1733,0,809,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,48,0,981,0,0,555,10,0,0,0,0,196,1122,0,0,11,697,0,0,0,0,0,0,0,0,69,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,4067,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31f567f59096ed2d57feecc6c3621a58",0,0,0,7077,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7406,0,0,0,360,0,0,0,0,0,197,0,14,4356,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3916a456bb0a3bfd02c15fd537ff5923",0,0,0,0,0,1810,0,0,0,1027,322,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,1228,0,0,0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,137,0,0,0,0,1422,0,0,0,58,20,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,214,82,1007,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
